problem,label
" #include<stdio.h>#include<math.h>void main (){  double a,b,c,x,x1,x2,m; printf (""请输入a，b，c的值""); scanf(""%f,%f,%f"",&a,&b,&c); m=(b*b-4*a*c); if (a==0 && b==0 && c==0)   printf(""x=任意值恒成立"");
 else  if (a==0 && b!=0)  { x=-b/c; printf(""=%.2f"",x); } else if(b==",0
"#include <stdio.h>
void main(){ double capital,deposit,rate; int n; printf(""please enter rate,year,capital:""); scanf(""%lf,%d,%lf"",&rate,&n,&capital); deposit=capital* pow  (rate+1,n); printf(""deposit==%.2f\n"",deposit);}为什么pow作为幂函数不能在这用？？",0
"scanf语句在什么情况下用,有什么作用?怎么用啊?",0
"书上P57的情况2：int p, i=2, j=3
                          p=i+++j
“++”是右结合性运算，为什么是相当于p=(i++)+j，而不是p=i+(++j)?(虽然电脑上的运行与书上一致，但仍不明白它的右结合性体现在哪里）",0
"#include <stdio.h>#include <math.h>
void main (   ){  float a, b, c;  float d;  float x1, x2;
 printf (""input a, b, c: ""); scanf(""%f%f%f"", &a, &b, &c); d = sqrt (b * b - 4 * a * c);    x1 = (-b + d) / (2 * a); x2 = (-b - d) / (2 * a); printf (""x1 = %.2f x",0
"请问,什么是清除键盘缓冲区?实验二为什么需要fflush (stidn);可以替换成其他的语句吗?谢谢.",0
书本附录的扩展ASCII(也就是>127的那些)除了改变代码页之外还有方法可以调用么,0
"#include<stdio.h>void main()
{int x;float y;
printf (""x = "");
scanf (""%d"", &x);
if (x < 0)   y=0;else if(x >= 0 && x < 10);y=x;else if(x >= 10 && x < 20);   y=10;else if(x >= 20 && x < 40);   y=-0.5*x+20;else   y = -2;
if (y !=-2)   printf (""y = %f\n"",y);",0
" #include <stdio.h>void main (){ char ch; int x; ch=80+50; x=80+50; printf (""ch=%c\n"", ch); printf (""x= %d\n"", x);}输出结果为ch=?x=130请问""?""是怎么出来的呀......",0
" 其中f=32.17为什么输出结果是32.169998
更奇迹的是把f改成f=32.16或f=32.18输出都是32.160000 32.180000",0
在实数输出中，域宽包括小数点吗？在BC和VC中都包括吗？,0
"#include <stdio.h>#include <math.h>  void main() {  double a,b,c,k;    double x1,x2;     printf(""please input three numbers:"");  scanf(""%f %f %f"",&a,&b,&c);     k=b*b-4*a*c;       if (k>=0)       { x1=(-b+sqrt(k))/(2*a);     x2=(-b-sqrt(k))/(2*a);  printf",0
"在例4-12中第14行输出的时候怎么是bit,怎么回事？",0
"#include <stdio.h>
void main()
{int a,b,max;scanf(""%f %f"",&a,&b);
if(a>=b)
{ max=a; printf(""max=%f\n"",max);}else{  max=b; printf(""max=%f\n"",max);}}",0
"为什么我的vc在编译的时候都会有一个错误“Error spawning cl.exe”
无论程序正确与否，求解，，",0
"#include <stdio.h>#include <conio.h>void main(){ char ch1,ch2; char a; ch1=getchar(); ch2=getchar(); scanf(""%c"",&a); printf(""ch1=%c,ch2=%c\n"",ch1,ch2); printf(""a=%c\n"",a);}
输入abcd的话得到ch1=a,ch2=b,a=c，为什么不是把键盘缓冲盘里的“c”和“d”一起赋给a？而是把“d”，直接抹去了。。。。应该怎样改才能将“cd”赋给",0
"在实验3选择结构编程练习中涉及到按位或的例题答案,但我不明白如何使用按位或,求按位或的用法.",0
"#include<stdio.h>#include<math.h>void main(){ float a,b,c,x1,x2,delta;    delta=b*b-4*a*c; scanf(""%lf%lf%lf"",&a,&b,&c);
 if(delta>0) {x1=-(b+sqrt(delta))/(2*a);  x2=-(b-sqrt(delta))/(2*a);  printf(""两解:x1=%f,x2=%f\n"",x1,x2); } else if(delta=0)  {x1=(-b)/(2",0
"#include  <stdio.h>void main (){ int a=-32769; printf (""%8U\n"", a);
}
这个程序编出来的结果与答案不符,答案选项为32769,8U,32767,-32767,而运行结果不是这样的.....",0
"#include <stdio.h> 
void  main (){  float a;
 a=7/2;
printf (""a=%f"",a);
}  
为何定义的float,计算得int型值3,",0
"#include <stdlib.h>void main (){ int a,b; float x,y; char c1,c2;
 scanf (""a=%d b=%d"",&a,&b); scanf (""x=%f y=%e"",&x,&y); scanf (""c1=%c c2=%c"",&c1,&c2);   printf (""a=%d b=%d\n"",a,b); printf (""x=%.1f,y=%.2f\n"",x,y); printf (""c1=\'%c\',c2=\'%c\'\n"",c1,c2);
}
",0
"以下语句我本来预想的结果是b=13 但运行结果却为b=14 为什么啊？
厉害的同学帮帮忙啊
#include <stdio.h>main(){int a=5,b;b=++a+(++a);printf(""b=%d"",b);}",0
"例如:f=%-15.0f,负号是干嘛的?点零有什么用啊
",0
"#include<stdio.h>void main(){ int a=-1; unsigned u=32767; unsigned long L=-32767; printf(""a=%d,a=%u---(a=%%d,a=%%u)\n"",a,a); printf(""a=%hx,a=%X---(a=%%hx,a=%%X)\n"",a,a); printf(""u=%o,u=%X------(u=%%o,u=%%X)\n"",u,u); printf(""u=%#010X----------(u=%%#010X)\n",0
"#include <stdio.h>
void  main (){ float a; double b,c;
 a=123.456789; b=a; c=123.456789; printf(""a=%f b=%1f c=%1f\n"",a,b,c);}
为什么用float会出现一个警告warning C4305: '=' : truncation from 'const double ' to 'float '
而用double而没有警告#include <stdio.h>
void  main (){ d",0
"#include<stdio.h>void main(){long term=1,sum=0;int i;for (i=1;i<=10;i++){term*=i;sum+=term;}printf (""1!+2!+...+10!=%ld\n"",sum); }",0
"在第一个程序（解方程）里输入了好几个变量
float a,b,c,x,x1,x2,m,n1,n2; printf(""请输入二次项系数a:\t""); scanf(""%f"",&a);    printf(""请输入一次项系数b:\t"");    scanf(""%f"",&b);    printf(""请输入常数项c:\t"");    scanf(""%f"",&c)；
……
没用到fflush也能正常运行,为什么在另一个计算圆面积周长的程序里只输入了一个变量后，就要用fflush,否则程序无法正常运行：
float",0
"在实验3中,编程的如下程序,能正常运行,但如果把其最后4句改为
if (y=-100)   printf(""there has not been programing\n""); else   printf(""y=%lf\n"",y);
就会使如下正确程序在运行时出错.但我不明白为什么,请求解答.谢谢.
# include <stdio.h>void main (){ int  x; double y; printf(""please put in a number x=""); scanf(""%d"",&x); ",0
"!a   if(!a)  switch(!a)
何解?????",0
"c=x<0?-1:x/10;
求大神解释这句什么意思?
",0
"{ unsigned char ch=0xfc; unsigned int a=0xff00; int b; unsigned long u; b=ch; u=a;
 char ch1 = 2; int a1 = -2; int b1; unsigned long u1; b1 = ch1; u1 = a1;  

 printf (""b=%x\n"",b); printf (""u=%x\n"",u);
 printf (""b1=%d"",b1); printf (""u1=%x"",u1);
}
为什么将两个程序",0
"#include <stdio.h>#define YZL 3.1415926void main(){
float r;char m;printf(""请输入半径长："");scanf(""%f"",&r);
{printf(""please input what you want to know:"");
scanf(""%c"",&m);          if (m='s')  printf (""s=%f\n"",YZL*r*r);
  else if (m='c')         printf(""c=%f\n"",",0
"#include<stdio.h>void main(){ int a,b,c;    printf(""please input the price,a,b,c:"");    scanf(""%d,%d,%d\n"",&a,&b,&c);    printf(""the highest price is:"");    if(a>=b) {     if(a>c)      printf(""%d\n"",a);     else printf(""%d\n"",c); }    else {     if(b>c)  ",0
"#include <stdio.h>
void main(){ float x,y; printf(""请输入x的值"");
 scanf(""x=%f"",&x);
 if(x<0)  printf(""y=0""); else if (0<=x<10) {   printf(""y=x""); } else if (10<=x<20) {   printf(""y=10""); } else if (20<=x<40)    {    printf(""y=20-0.5*x"");printf(""y=%f\n"",y); }}",0
"case '/': if (!b)              {    printf (""divisor is zero!\n"");    tag=1;              }        else    result=a / b;       break; default:  printf (""llegal arithmetic lable\n"");        tag=1;  }  if (!tag)   printf (""%.2f %c %.2f=%.2f\n"", a, ch, b, re",0
"#include <stdio.h>void main(){ float x; long float y; printf (""Please input 'x':""); scanf (""%d"", &x); if (x>=20 && x<40)    printf (""y=%lf\n"", -0.5*x+20);    else if (x>=0 && x<10)       printf (""y=%lf\n"", x); else if (x>=10 && x<20)    printf (""y=%d\n"",",0
"例题5-5中
if (!b)是什么意思?为什么是判断数是否为0?",0
" #include <stdio.h> void main() { float a,b; int tag=0; char ch; float result; printf (""input two number :""); scanf (""%f %f"",&a,&b); fflush (stdin); printf (""input arithmetic lable (+-*/):""); scanf (""%c"",&ch); if(ch=='+') printf (""result=%2.f"",a+b); else",0
"一直显示有错误，麻烦帮忙改改
#include<stdio.h>
void main(){int a,b,c,d; printf(""please input a 整数:"");scanf (""%d"", &a); b=a%3; c=a%5; d=a%7;switch(b){case 0:switch(c)   {case 0:switch(d)   { case 0:printf(""可被 3,5,7整除"");break; case !0:printf(""可被 3,5整除"");break;   }case !0",0
"#include <stdio.h>#include <math.h>#define PI 3.1415926void main(){  float r, c, s;  char m;  printf (""please input 半径 : r="");  scanf (""%f"", &r);  fflush (stdin);  printf (""please input 运算标识符 : m="");  scanf (""%c"", &m);
   s=PI*pow(r,2);   c=2*PI*r;
  swit",0
"#include <stdio.h>
void main(){  int x;  float y;  printf (""x="");  scanf (""%d"",&x);  if (x<0)   y=0;  else if(x>=0 && x<10)   y=x;  else if (x>=10 && x<20 )   y=10;  else if (x>=20 && x<40)   y=-0.5*x+20;  printf (""y=%f\n"",y);  printf (""y=%d\n"",y);为啥不管输入x",0
"#include  <stdio.h>void main ()
{
     double x,y,c;
	 printf(""请输入x的值"");
	 scanf(""%f"",&x);
	 if (x<0)
		 c=-1;
	 else if (0<=x && x<10)
	{	
		c=0;
	}
	else if (10<=x && x<20)
	{	
		c=1;
	}
	else if (20<=x && x<40)
	   {
		c=2;
	}
	print",0
" 为什么我在我的电脑上（64位操作系统win7家庭普通版）
编程一调试 就出现如下字样
--------------------Configuration: 1 - Win32 Debug--------------------Compiling...Error spawning cl.exe
1.obj - 1 error(s), 0 warning(s)
编程就无法继续",0
"#include<stdio.h>void main(){    float x,y; int c; scanf(""%f"",&x);
 if (x<0) c=-1; if (0<=x&&x<10) c=0; if (10<=x&&x<20) c=1; if (20<=x&&x<40) c=2; switch(c) { case -1:y=0;break; case 0:y=x;break; case 1:y=10;break; case 2:y=20-0.5*x;break; default:printf",0
"#include<stdio.h>void main(){   int a,b,c,d;   char ch;   ch=a=b=c=d;
   printf(""please input a number a="");   scanf(""%d"",&a);   switch(ch)   {   case 1:{ 'a%3==0a%5==0a%7==0'; printf(""%d能同时被3，5,7整除\n"");break;}
   case 2:  switch(b)   {   case 1:{'b%3==0b",0
"#include<stdio.h>#define P 3.14159263void main(){ double r,s,c; char m; scanf(""%f"",&r); m=getchar();
 switch(m) { case 's':s=P*r*r;break; case 'c':c=P*2*r;break; case 'a':s=P*r*r,c=P*2*r;break; } if(m='s') printf(""s=%f"",s);    if(m='c') printf(""c=%f"",c); ",0
"#include <stdio.h>#include <conio.h>void main(){ int num=0; 
 while(1) {  if(getche()=='\n')   return;         num++; } printf(""num=%d\n"",num);}为何按回车键没反应",0
"我编写以下代码，但是输入数据之后，回车，光标就一直闪，不输出结果，大家帮忙看一下哪里有问题啊
#include<stdio.h>void main(){ int a,i,sum,n=0; double ave; i=0; sum=0;
 printf(""Please input ten integers:"");
 while(n<=10){  scanf(""%d"",&a);  if(a>0)  {    n++;   i++;   sum+=a;continue;  }  else  {   n++;  ",0
"#include <stdio.h>
void main(){ int i,sum;
 i=1;    sum=0;
 while(i<=100) {  sum+=i;  ++i; }    printf(""sum=%d\n"",sum);
}
在这里将++i改成i++对结果没影响，怎么解释？我这样理解：对于i++是先判断i是否小于等于100，然后再加一；而++i是先将i加一，然后再判断。对吗？
",0
"#include <stdio.h>#include <conio.h>void main (){ int num=0;//字符计数 while (1) {  if (getche ( )=='\n')    //如果输入的字符是回车， 则返回。   return;  num++; }
}
说实在的，这个程序我根本就不大知道是什么。。。。。。。",0
"#include <stdio.h>
void main ()
{ int a=123; long L=65537;  printf (""12345678901234567890\n""); printf (""a=%d------(a=%%d)\n"",a); printf (""a=%6d-----(a=%%6d)\n"",a); printf (""a=%+6d----(a=%%+6d)\n"",a);
 printf (""a=%-06d---(a=%%-06d)\n"",a); printf (""a=%+06d-",0
"#include <stdio.h>#include <conio.h>void main(){ int num=0; 
 for(num;getchar()!='\n';num++) { printf(""num=%d\n"",num);}}",0
"#include<stdio.h>#include<stdlib.h>void main(){ int  i,j,k,m,n,size;
 printf(""input  size:""); scanf(""%d"",&size); if(size<=0||size%2==0) {  printf(""the  size  is  error!\n"");  exit(-1); }  for(i=1;i<=size;i++)  {   n=(i<=(size+1)/2)?i:size-i+1;   n=2*n-1; ",0
"#include <stdio.h>#include <conio.h>void main(){ int num=0; 
 while(getchar()!='\n')  num++;
 printf(""num=%d\n"",num);}为何把getchar改成getche就不行了？",0
"#include<stdio.h>#include<math.h>
void main(){float n=1.0,m,sum=1.0,ok;
for(n=1.0;m<(1/pow(10,6));(n++)++){ m=pow(-1,n)*(1/(n+2)); sum+=m;}ok=4*sum;printf(""%f"",ok);
}错误E:\1\Microsoft Visual Studio\Common\MSDev98\Bin\10123661eg6-10.c(8) : error C2105: '++'",0
"以下的程序是正确的：
#include<stdio.h>void main(){ int a[10],i,g=0; for(i=0;i<=10;i++) {  scanf(""%d"",&a[i]);     printf(""a[%d]=%d\n"",i,a[i]);     g=a[i]+g;  printf(""%d\n"",g); } }
是求输入的十个数字之和。但是将“ printf(""%d\n"",g);”放在“for”结构的外面，却出现了问题，没有求出和，求解。。。
#include<stdio.h>vo",0
"#include <stdio.h>#include <memory.h>void main(){ int a[10]; int i;    memset(a,5,10*sizeof(int)); for (i=0;i<=9;i++) printf(""a[%d]=%d"",i,a[i]);}
运行结果每个数都是一个很大的随机数  而不是我赋值的5
这是为什么 求解",0
"#include<stdio.h>#include<stdlib.h>#include<time.h>
void main(){ int a,b,n,y;char c;do{ a=rand()%99+1;  do  {   printf(""please input a number"");   scanf(""%d"",&b);   if(a!=b)   {            if(b>a)        printf(""the number is higher"");   else if(b<a)     ",0
"#include<stdio.h>#include<stdlib.h>#include<conio.h>#include<time.h>void main(){ int magic; int guess;    int counter; char reply;
 srand((unsigned)time(NULL)); do {  magic=rand()%100+1;  counter=0;  do  {printf(""Please guess a magic number:"");  scanf(""%d",0
"while里面跟的条件明显是错的 但do while 至少该算一下啊 
为什么运行的时候 就什么结果也不输出……
#include <stdio.h>void main(){ int a=1,sum=0; do {  sum=sum+a;  a++; }while(a=100); printf(""sum=%d\n"",sum);}",0
" #include<stdio.h>
void main ( ){ int a, b; unsigned int u; long L; char ch; float f;
 a=200; b=-1; u=b; L=u; ch='A'; f=32.17;
 printf (""a=%d\t"", a); printf (""b=%d\n"", b); printf (""u=%u\t"", u); printf (""L=%ld\n"", L); printf (""f=%f\n"", f); printf (""ch is %",0
"#include<stdio.h>#include<math.h>
void main(){int num,m,i;
printf(""please input an interger:\n"");scanf(""%d"",&m);//读入数字
num=log10(m);char a[80];
for(i=0;i<num;i++){ if(i==0)  a[i]=m/pow(10,num-i)+48;   else  a[i]=(m-a[i-1]*pow(10,num-i+1))/pow(10,num-i)+48",0
" #include <stdio.h>#include <string.h>void main (){ int a[5]={5,4,3,2,1},b[5]; 
 memcpy (b, a, 5*sizeof(int)); printf(""%d%d%d%d%d\n"",b[1],b[2],b[3],b[4],b[5]);}
我是自己“想当然”的，不然就不会不对劲了，结果出来总是赋的值不对应了，另外，我输出B数组的值的时候有木有简单一点的输出方法呀，这样打这么多的""%d"",感觉怪怪的。。。",0
"#include<stdio.h>#include<math.h>void showerror();//声明。
void main(){  int a;
  scanf(""a=%d"",&a);  while(a<0)  {  showerror();  scanf(""a=%d"",&a);  } printf(""sqrt(a) =%.2f\n"",sqrt(a));}
void showerror(){ printf(""input error!\n"");}
为什么死循环了?",0
"#include<stdio.h>
void main(){ char str[10]; int k; char *p;
 p=str; for(k=0;k<10;k++)  *p++='A'+k; for(k=0;k<10;k++)  printf(""a[%d]=%d\n"",k,*(p+k));}
这里*p++='A'+k;的计算顺序是什么?为什么输出的不是自己想要的结果?
将*p++改为*(p+k)却可以了.",0
范围是-128-127   为何没有128,0
教材P265 *p++='A'+k  如何理解,0
习题册p16(4)  +的含义,0
8-1有一个void showerror()...8-2有一个int sum()....不懂什么时候该用什么.,0
"代码如下
#include <stdio.h>#define NUM 10void main (){ int math[NUM],i,j,t; printf(""input %d numbers:\n"",NUM); for(i=0;i<NUM;i++)  scanf(""%d"",math[i]); for(i=1;i<NUM;i++)  for(j=1;j<NUM-1;j++)   if(math[j]>math[i+1])   {    t=math[j];    math[j]=math[j+1];   ",0
"#include<stdio.h>void mergestr(char s1[],char s2[],char s3[]);
void main(){ char str1[]={""Hello""}; char str2[]={""China!""}; char str3[40]; printf(""%s\n"",str3);}void mergestr(char s1[],char s2[],char s3[]){ int i,j; for(i=0;s1[i]!='\0';i++)  s3[i]=s1[i]; fo",0
"这个代码我运行出来是乱码，请大家帮我看一下
#include <stdio.h>#define Num 5
long f (int n);
void main (){ int yang[Num][Num]; int i,j;
 for (i=0; i<Num; i++)   for (j=0; j<=i; j++)     yang[i][j]=f(i)/f(j)/f(i-j);  for (i=0; i<Num; i++)    {  for (j=0; j<Num-i; j++)   printf (",0
"#include <stdio.h>
#define Num 5

long f (int n);

void main ()
{
int yang[Num][Num];
int i,j;

for (i=0; i<Num; i++)
for (j=0; j<=i; j++)
yang[i][j]=f(i)/f(j)/f(i-j);

for (i=0; i<Num; i++)
{
for (j=0; j<Num-i; j++)
printf ("" "");
for (j=0; j<=i; j++);
p",0
"关于杨辉三角的实验  之前没错  但放入func函数就出错
#include<stdio.h>
#define N 11int func(int a,int b);
void  main(){int i,k,j,a[N][N];for(i=1;i<N;i++){a[i][i]=1;a[i][1]=1;} for(i=3;i<N;i++)   {    for(j=2;j<=i-1;j++)    a[i][j]=func(i,j); }for(i=1;i<N;i++){ for(k=1;k<(N-i);",0
"
#include<stdio.h>long exchangef(long a,long b);void main(){int a=1,b=2;exchangef(a,b);printf(""a=%d,b=%d"",a,b);
}
long exchangef(long a,long b)//交换数值{long c;c=a;a=b;b=c;return(a);return(b);
}

怎样自定义函数交换两个数，而且可以作用于main函数，使得在main函数调用该函数时候可以是的输出的结果为a=2，b=1",0
"1，3，6，8,16,18,(),
(),

？？？？",0
"#include <stdio.h>
void change(int *pi[]);
void main (){ int a,b,c; int *p[3]={&a,&b,&c},i;
 printf (""请输入三个整数：\n""); scanf(""%d,%d,%d"",&a,&b,&c);  change (*p);
 printf (""请输出这三个数：\n""); for (i=0;i<3;i++)   printf (""%d"",*p[i]); }
void change (int *pi[]){ int *",0
"
#include <stdio.h>
int mystr(char str[]);
void main(){  int tag;  char str[80];  gets (str);   tag=mystr(str);    if(tag==0)  printf(""no lowercase"");  else   printf(""%s"",str);}
int mystr(char str[]){ int i,k; int j=0; for(i=0;;i++)  {     k=str[i];    if",0
"#include<stdio.h>void main (){ int m,n; printf(""请输入两个数字,中间以逗号隔开：\n""); scanf(""m=%d,n=%d"",&m,&n); if (m<n)  printf(""%d>%d"",n,m); else  printf(""%d>%d"",m,n);}出现了莫名其妙的结果",0
"#include <stdio.h>void main(){   int *p1,*p2,*p,a,b;   scanf (""%d,%d"",&a,&b);   p1=&a;   p2=&b;   if (a<b)   {      p=p1;   p1=p2;   p2=p;   }   printf (""a=%d,b=%d\n"",a,b);   printf (""max=%d,min=%d\n"",*p1,*p2);
}
为什么运行结果是这样？
10 20a=10,b=-858993460max=10,m",0
"#include <stdio.h>#include <math.h>int yinzi(int q);void fun(int m);
void main(){int n;scanf(""%d"",&n);printf(""%d="",n);fun(n);
}

void fun(int m){int a;a=yinzi(m);if(a==1)printf(""%d*"",m);else
printf(""%d*"",a);fun(m/a);}

int yinzi(int q){int i,tag=0;for(i=2",0
"为什么下面的a赋值后是514阿？
short a[10]；memset （a，2，10*sizeof（short））；
怎么换算的？",0
"这是第一次的作业，要求两个负数加起来得到一个正数，代码如下，#include <stdio.h> void main() { int a,b; unsigned char c; printf(""请输入两个负数：""); scanf(""%d,%d"", &a,&b); c=a+b; printf(""c=%d\n"",c); }我觉得没错吧！在我自己的电脑上运算就对了，但是在机房的电脑上就是两个负数的和（-2+-3=-5）这是个问题啊！",0
"#include <stdio.h>void main(){ float x=2.5,y=4.7; int a=7; printf(""%d"",x+a%3*(int)(x+y)%2/4);}",0
"#include <stdio.h>void main (){char ch1,ch2,ch;unsigned char c;int a;ch1=80;ch2=60;ch=ch1+ch2;c=ch1+ch2;a=ch1+ch2;printf(""ch1+ch2=%d\n"",ch1+ch2);printf(""ch= %d\n"",ch);printf(""c= %d\n"",c);printf(""a=%d\n"",a);}",0
如何写程序才能使输入时带上“a=     b=   。。。”然后在进行运算？我做了好几次都不显示字母和等号,0
"#include<stdio.h>#include<math.h>
void main(){ int n; double rate; double capital; double deposit;
 printf(""Please enter rate,year,capital:""); scanf(""%lf %d %lf"",&rate,&n,&capital); deposit=capital*pow(1+rate,n); printf(""deposit==%.2f\n"",deposit);}",0
"实验二练习1,比如输入7.8 输出结果7.8000000,好多0,这些0,怎么不要,让他输出结果为7.8 
#include <stdio.h>void main(){ int a,b; float x,y; scanf(""a=%d b=%d"",&a,&b); printf(""a=%d b=%d\n"",a,b);
 scanf(""x=%f y=%e"",&x,&y); printf(""x=%f y=%f"",x,y);}
恩,它输出就会有好多0",0
"#include <stdio.h>void main(){ int a,b; float x,y; char c1,c2; scanf(""a=%d b=%d"",&a,&b);
 scanf(""x=%f y=%e"",&x,&y);
 scanf(""c1=%c c2=%c"",&c1,&c2);   printf(""a=%d b=%d\n"",a,b); printf(""x=%.1f y=%.2f"",x,y); printf(""c1=\'%c\' c2=\'%c\'"",c1,c2);
}
比如我只打x=8.5",0
" file—new可以用
file—open不可以用，去解释
每次open都提示“Microsoft（R）Developer Studio已停止工作”
 然后只能“关闭程序”",0
下了个Microsoft.Visual.Studio.2005.结果不兼容，求解啊？另外华理计算机网站上的安装包不能安装啊，显示“Unable to load development environment DLL”,0
fflush (stdin) 有什么用， 该怎么使用？,0
"我用scanf(""%f%f%f"" 进行输入
为什么在运行正式输入的时候要用逗号分隔开来？不是应该用空格吗？",0
实验二中用fflush<stdin>;清除键盘缓冲区，可是好像不是所有的编译器都支持它，如果在vc下想做这个程序又不用fflush，能够办到么？,0
"关于这个程序：
#include<stdio.h>void main(){ int a,b; float x,y; char c1,c2; printf(""a=""); scanf(""%d"",&a); printf(""b="");    scanf(""%d"",&b); printf(""\nx=""); scanf(""%f"",&x); printf(""y=""); scanf(""%e"",&y); printf(""\nc1=""); scanf(""%c"",&c1); printf(""\nc2=""); scanf(""%c",0
"#include <stdio.h>void main(){ int a=3,b=7; float x=8.5,y=71.82; char c1='A',c2='a'; scanf(""a=%d,b=%d\n"",&a,&b); scanf(""x=%f,y=%e\n"",&x,&y); scanf(""c1=%c,c2=%c\n"",&c1,&c2); printf(""a=%d,b=%d\n"",a,b); printf(""x=%.1f,y=%.2f\n"",x,y); printf(""c1=\'%c\',c2=\'%",0
"#include<stdio.h>void main(){ int a,b; float x,y; char c1,c2; scanf(""a=%d b=%d\n"",&a,&b); fflush(stdin); scanf(""x=%g y=%g\n"",&x,&y); fflush(stdin); scanf(""c1=%c c2=%c\n"",&c1,&c2); printf(""a=%d,b=%d\n"",a,b); printf(""x=%.1f,y=%.2f\n"",x,y); printf(""c1=\'%c\'",0
"为什么同样的语句在不同电脑上运行结果出现的错误不同?同样的语句本来不能运行,但复制,重新打开软件,粘贴后就能运行?!",0
"做作业时，我自己先试写了这样一段程序
#include<stdio.h>void main(){  int a,b;  printf(""a=,b="",a,b);  scanf(""a=%d b=%d\n"",&a,&b);}
可是这样运行后，只能对b的值进行输入，a值无法进行输入，这是为什么呢？
求学霸指点～～谢谢",0
如题,0
" #include <stdio.h>#include<math.h>void main(){ int year; double capital, rate,deposit,pow; printf(""please enter rate,year,capital:""); scanf(""%d%d%f"",&year,&capital,&rate);  deposit=capital*pow(1+rate,year); printf(""deposit=%.2f\n"",deposit);}
 系统总说 deposi",0
"这是我打的，不知道为什么输出的c1和c2老是不对，求大神看看哪出问题了！！#include<stdio.h>void main(){int a,b;float x,y;char c1,c2;printf(""a=,b=\n"");scanf(""%d,%d"",&a,&b);printf(""x=,y=\n"");scanf(""%f,%e"",&x,&y);printf(""c1=,c2=\n"");scanf(""%c,%c"",&c1,&c2);printf(""a=%d b=%d \n "",a,b); printf( ""x",0
"这是实验2的本息和的题。里面的pow函数的一个warning。
前面的句子不罗嗦了，
函数如果在这句话里不会有warning：
printf(""deposit==%.2f\n"",pow(1+rate,year)*capital);
但是如果：
float a;
a=pow(*****);
printf(""deposit==%.2f\n"",a*capital);
就会有warning：“conversion from 'double' to 'float', possible loss of data”
1",0
"#include<stdio.h>void main(){int a,b;float x,y;char c1,c2;scanf(""a=%d ,b=%d\n"",&a,&b);scanf(""x=%f ,y=%f\n"",&x,&y);scanf(""c1=%c ,c2=%c\n"",&c1,&c2);
printf(""a=%d ,b=%d\n"",a,b);printf(""x=%.2f ,y=%.2f\n"",x,y);printf(""c1=\'%c\' ,c2=\'%c\'\n"",c1,c2);
}
1.有的人在sc",0
"#include <stdio.h>void main(){ int year; float rate,capital,deposit; printf(""please enter rate,year,capital:"",rate,capital,deposit); scanf(""%f,%d,%f"",&rate,&year,&capital); deposit=capital*double pow (1+rate,year); printf(""dposit==%f\n"",deposit);}
然后系统报错是",0
"#include <stdio.h>void main(){int n;float capital,rate,deposit; printf(""please enter rate,year,capital:"");scanf(""%f%d%f"",&rate,&n,&capital);deposit=capital*pow(1+rate,n);printf(""deposit=%.2f,deposit"");}",0
"#include<stdio.h>void main(){ int a,b; float x,y; char c1,c2; scanf(""a=%d b=%d"",&a,&b); printf(""a=%d b=%d\n"",a,b); scanf(""x=%f y=%e"",&x,&y); printf(""x=%f y=%f\n"",x,y); scanf(""c1=\'%c\' c2=\'%c\'\n"",c1,c2);}
我一直尝试怎么才能不用""fflush(stdin)""就可以正确输出，但就是不成功。谁能帮我把这程",0
Error spawning cl.exe,0
"#include<stdio.h>void main(){ int a,b,c; a=3,b=4,c=5; float x,y,z; x=1.2,y=2.4,z=-3.6; long unsigned int u,n; u=51274,n=128765; char c1,c2; c1='a',c2='b'; printf(""a=%d   b=%d   c=%d\n"",a,b,c); printf(""x=%.5f,y=%.6f,z=%.6f\n"",x,y,z); printf(""x+y= %.2f  y+z",0
"#include <math.h>#include <stdio.h>void main (){ int year; float rate,capital,deposit; printf (""please enter rate,year,capital:""); scanf (""%f,%d,%e"",&rate,&year,&capital); deposit=pow(1+rate,year)*capital; printf(""deposit==%f\n"",deposit);}这样，按照输入,结果如图：学渣渣",0
"我的实验二第二题解如下，肿么输出的是0捏？
#include<stdio.h>#include<math.h>
void main ()
{
int n;double rate;double capital;double deposit;
printf(""Please enter rate,year,capital:"");scanf(""%1f,%d,%1f"",&rate,&n,&capital);deposit=capital*pow (rate+1,n);printf(""deposit=%.2f\n"",",0
"看了书后的答案，它只是人为的说只能输入b平方-4ac大于等于o,如果我赋值给a b c.让b2-4ac它的结果小于o了,那答案会是一串错误数字，现想做一个if else语句，如果大于得到答案x1 x2,如果小于0，给出无意义...
做一整天了，就是做不出来啊....求教!",0
"#include <math.h>#include <stdio.h>void main (){    int x = 5, result;    result = sqrt(x);    printf(""The square root of %f is %f\n"", x, result);}为啥输出x=0.000000 result=0.000000?再将x的格式转换符换成%d，result不变，这次输出结果x=5，result=0.000000还是不对啊。我如果想让输出的x显示整数（不带小数点），re",0
"银行利率问题,这是我写的程序代码:#include<math.h>void main(){double rate;unsigned int year;unsigned long capital;double deposit;printf(""please enter rate,year,capital:"");scanf (""%f,%d,%f"",&rate,&year,&capital);deposit=capital*pow(1+rate,year);printf(""deposit=%.2f\n"",depo",0
"分别再什么情况下用呢,还有讲讲按位与的概念解释把.",0
我的Visual C++ 6.0为什么运行时出现  cannot execute 'c1xx'  的问题么？？？,0
